insert() runtime [ms],get() runtime [ms],memory usage [kB],
0.014,0.001,0.520,
0.013,0.002,0.520,
0.014,0.003,0.520,
0.011,0.003,0.520,
0.017,0.003,0.520,
0.017,0.001,0.520,
0.017,0.002,0.520,
0.013,0.002,0.520,
0.018,0.003,0.520,
0.015,0.001,0.520,
0.028,0.003,0.520,
0.016,0.001,0.520,
0.017,0.003,0.520,
0.017,0.002,0.520,
0.017,0.003,0.520,
0.018,0.001,0.520,
0.018,0.002,0.520,
0.020,0.001,0.520,
0.019,0.001,0.520,
0.017,0.001,0.520,
0.019,0.002,0.520,
0.020,0.002,0.520,
0.021,0.003,0.520,
0.018,0.002,0.520,
0.017,0.003,0.520,
0.016,0.002,0.520,
0.017,0.003,0.520,
0.020,0.001,0.520,
0.013,0.002,0.520,
0.016,0.001,0.520,
0.013,0.001,0.520,
0.013,0.003,0.520,
0.014,0.001,0.520,
0.014,0.002,0.520,
0.014,0.002,0.520,
0.013,0.002,0.520,
0.011,0.001,0.520,
0.012,0.002,0.520,
0.012,0.002,0.520,
0.016,0.003,0.520,
0.012,0.001,0.520,
0.012,0.001,0.520,
0.012,0.001,0.520,
0.011,0.001,0.520,
0.009,0.002,0.520,
0.019,0.003,0.520,
0.017,0.000,0.520,
0.014,0.002,0.520,
0.016,0.002,0.520,
0.012,0.001,0.520,
0.013,0.001,0.520,
0.014,0.001,0.520,
0.015,0.002,0.520,
0.015,0.003,0.520,
0.015,0.002,0.520,
0.016,0.003,0.520,
0.013,0.001,0.520,
0.015,0.001,0.520,
0.011,0.002,0.520,
0.016,0.001,0.520,
0.014,0.003,0.520,
0.014,0.001,0.520,
0.013,0.002,0.520,
0.016,0.002,0.520,
0.013,0.003,0.520,
0.015,0.002,0.520,
0.015,0.002,0.520,
0.011,0.001,0.520,
0.016,0.002,0.520,
0.016,0.002,0.520,
0.015,0.000,0.520,
0.015,0.002,0.520,
0.010,0.003,0.520,
0.020,0.003,0.520,
0.014,0.001,0.520,
0.013,0.002,0.520,
0.016,0.001,0.520,
0.013,0.002,0.520,
0.015,0.001,0.520,
0.013,0.002,0.520,
0.015,0.001,0.520,
0.009,0.002,0.520,
0.016,0.002,0.520,
0.014,0.002,0.520,
0.015,0.002,0.520,
0.012,0.003,0.520,
0.014,0.002,0.520,
0.016,0.002,0.520,
0.015,0.003,0.520,
0.016,0.002,0.520,
0.016,0.002,0.520,
0.016,0.001,0.520,
0.012,0.002,0.520,
0.014,0.002,0.520,
0.015,0.001,0.520,
0.016,0.001,0.520,
0.016,0.001,0.520,
0.014,0.001,0.520,
0.014,0.003,0.520,
0.017,0.001,0.520,
0.016,0.003,0.520,
0.015,0.001,0.520,
0.016,0.002,0.520,
0.013,0.001,0.520,
0.017,0.002,0.520,
0.012,0.002,0.520,
0.015,0.002,0.520,
0.015,0.002,0.520,
0.016,0.001,0.520,
0.015,0.001,0.520,
0.015,0.001,0.520,
0.023,0.002,0.520,
0.014,0.002,0.520,
0.016,0.003,0.520,
0.017,0.002,0.520,
0.017,0.003,0.520,
0.016,0.001,0.520,
0.016,0.002,0.520,
0.016,0.002,0.520,
0.021,0.003,0.520,
0.019,0.002,0.520,
0.019,0.001,0.520,
0.023,0.004,0.520,
0.019,0.002,0.520,
0.019,0.002,0.520,
0.020,0.003,0.520,
0.022,0.001,0.520,
0.019,0.002,0.520,
0.021,0.003,0.520,
0.019,0.003,0.520,
0.024,0.003,0.520,
0.021,0.001,0.520,
0.023,0.004,0.520,
0.020,0.003,0.520,
0.021,0.002,0.520,
0.021,0.002,0.520,
0.023,0.003,0.520,
0.022,0.002,0.520,
0.020,0.003,0.520,
0.019,0.002,0.520,
0.025,0.003,0.520,
0.024,0.003,0.520,
0.023,0.001,0.520,
0.022,0.004,0.520,
0.024,0.002,0.520,
0.020,0.002,0.520,
0.020,0.002,0.520,
0.020,0.002,0.520,
0.024,0.001,0.520,
0.020,0.003,0.520,
0.019,0.002,0.520,
0.020,0.001,0.520,
0.018,0.002,0.520,
0.019,0.001,0.520,
0.022,0.003,0.520,
0.024,0.001,0.520,
0.020,0.003,0.520,
0.017,0.002,0.520,
0.021,0.001,0.520,
0.022,0.002,0.520,
0.018,0.002,0.520,
0.020,0.002,0.520,
0.021,0.003,0.520,
0.018,0.001,0.520,
0.021,0.002,0.520,
0.019,0.001,0.520,
0.023,0.001,0.520,
0.023,0.003,0.520,
0.021,0.003,0.520,
0.023,0.002,0.520,
0.020,0.003,0.520,
0.021,0.002,0.520,
0.024,0.002,0.520,
0.019,0.002,0.520,
0.015,0.002,0.520,
0.016,0.002,0.520,
0.017,0.003,0.520,
0.018,0.003,0.520,
0.021,0.002,0.520,
0.023,0.003,0.520,
0.023,0.002,0.520,
0.021,0.001,0.520,
0.024,0.003,0.520,
0.019,0.002,0.520,
0.022,0.002,0.520,
0.022,0.002,0.520,
0.018,0.002,0.520,
0.018,0.003,0.520,
0.019,0.003,0.520,
0.022,0.003,0.520,
0.019,0.001,0.520,
0.020,0.001,0.520,
0.018,0.001,0.520,
0.024,0.003,0.520,
0.020,0.003,0.520,
0.031,0.002,0.520,
0.023,0.001,0.520,
0.022,0.003,0.520,
0.027,0.002,0.520,
0.022,0.008,0.520,
0.025,0.004,0.520,
0.027,0.002,0.520,
0.025,0.004,0.520,
0.028,0.002,0.520,
0.024,0.003,0.520,
0.023,0.001,0.520,
0.028,0.001,0.520,
0.022,0.003,0.520,
0.027,0.002,0.520,
0.024,0.003,0.520,
0.030,0.001,0.520,
0.025,0.001,0.520,
0.025,0.001,0.520,
0.028,0.004,0.520,
0.027,0.002,0.520,
0.016,0.002,0.520,
0.015,0.002,0.520,
0.013,0.013,0.520,
0.017,0.002,0.520,
0.013,0.002,0.520,
0.010,0.002,0.520,
0.015,0.001,0.520,
0.016,0.002,0.520,
0.015,0.001,0.520,
0.014,0.001,0.520,
0.014,0.002,0.520,
0.014,0.002,0.520,
0.014,0.002,0.520,
0.013,0.001,0.520,
0.015,0.003,0.520,
0.014,0.003,0.520,
0.015,0.002,0.520,
0.014,0.001,0.520,
0.014,0.002,0.520,
0.011,0.001,0.520,
0.016,0.002,0.520,
0.014,0.002,0.520,
0.015,0.001,0.520,
0.017,0.002,0.520,
0.014,0.003,0.520,
0.016,0.002,0.520,
0.014,0.002,0.520,
0.018,0.002,0.520,
0.017,0.002,0.520,
0.015,0.002,0.520,
0.014,0.003,0.520,
0.015,0.002,0.520,
0.015,0.001,0.520,
0.016,0.003,0.520,
0.015,0.002,0.520,
0.012,0.002,0.520,
0.012,0.003,0.520,
0.014,0.001,0.520,
0.013,0.001,0.520,
0.016,0.003,0.520,
0.013,0.003,0.520,
0.012,0.002,0.520,
0.015,0.002,0.520,
0.013,0.001,0.520,
0.015,0.002,0.520,
0.014,0.002,0.520,
0.013,0.003,0.520,
0.014,0.001,0.520,
0.015,0.001,0.520,
0.016,0.003,0.520,
0.015,0.002,0.520,
0.014,0.002,0.520,
0.013,0.002,0.520,
0.015,0.002,0.520,
0.014,0.001,0.520,
0.014,0.001,0.520,
0.014,0.001,0.520,
0.012,0.003,0.520,
0.017,0.002,0.520,
0.012,0.001,0.520,
0.013,0.003,0.520,
0.011,0.002,0.520,
0.013,0.002,0.520,
0.015,0.002,0.520,
0.013,0.002,0.520,
0.015,0.002,0.520,
0.016,0.003,0.520,
0.014,0.001,0.520,
0.011,0.003,0.520,
0.012,0.001,0.520,
0.014,0.002,0.520,
0.016,0.003,0.520,
0.027,0.004,0.520,
0.016,0.003,0.520,
0.017,0.002,0.520,
0.015,0.003,0.520,
0.019,0.003,0.520,
0.017,0.004,0.520,
0.019,0.002,0.520,
0.015,0.001,0.520,
0.016,0.001,0.520,
0.015,0.001,0.520,
0.018,0.002,0.520,
0.015,0.002,0.520,
0.015,0.001,0.520,
0.013,0.001,0.520,
0.016,0.002,0.520,
0.015,0.002,0.520,
0.014,0.001,0.520,
0.016,0.002,0.520,
0.014,0.002,0.520,
0.014,0.002,0.520,
0.016,0.001,0.520,
0.011,0.002,0.520,
0.014,0.003,0.520,
0.015,0.001,0.520,
0.015,0.002,0.520,
0.014,0.003,0.520,
0.014,0.003,0.520,
0.014,0.001,0.520,
0.012,0.002,0.520,
0.016,0.002,0.520,
0.012,0.001,0.520,
0.015,0.004,0.520,
0.014,0.002,0.520,
0.017,0.003,0.520,
0.013,0.002,0.520,
0.013,0.001,0.520,
0.012,0.003,0.520,
0.015,0.001,0.520,
0.016,0.002,0.520,
0.016,0.001,0.520,
0.014,0.001,0.520,
0.013,0.002,0.520,
0.013,0.001,0.520,
0.014,0.002,0.520,
0.015,0.002,0.520,
0.014,0.001,0.520,
0.016,0.003,0.520,
0.014,0.002,0.520,
0.016,0.002,0.520,
0.013,0.003,0.520,
0.014,0.002,0.520,
0.011,0.002,0.520,
0.012,0.002,0.520,
0.014,0.000,0.520,
0.014,0.002,0.520,
0.016,0.001,0.520,
0.015,0.001,0.520,
0.012,0.001,0.520,
0.011,0.002,0.520,
0.014,0.002,0.520,
0.014,0.002,0.520,
0.075,0.003,0.520,
0.015,0.001,0.520,
0.013,0.002,0.520,
0.016,0.001,0.520,
0.014,0.001,0.520,
0.014,0.002,0.520,
0.012,0.002,0.520,
0.015,0.001,0.520,
0.024,0.003,0.520,
0.012,0.002,0.520,
0.014,0.003,0.520,
0.013,0.001,0.520,
0.014,0.003,0.520,
0.013,0.001,0.520,
0.012,0.001,0.520,
0.014,0.003,0.520,
0.015,0.002,0.520,
0.014,0.002,0.520,
0.012,0.002,0.520,
0.012,0.000,0.520,
0.015,0.001,0.520,
0.013,0.002,0.520,
0.014,0.003,0.520,
0.014,0.002,0.520,
0.012,0.002,0.520,
0.013,0.003,0.520,
0.014,0.001,0.520,
0.016,0.002,0.520,
0.016,0.002,0.520,
0.013,0.001,0.520,
0.014,0.001,0.520,
0.013,0.001,0.520,
0.015,0.001,0.520,
0.014,0.002,0.520,
0.014,0.003,0.520,
0.013,0.001,0.520,
0.013,0.003,0.520,
0.012,0.003,0.520,
0.015,0.001,0.520,
0.013,0.001,0.520,
0.014,0.002,0.520,
0.009,0.001,0.520,
0.015,0.002,0.520,
0.015,0.003,0.520,
0.016,0.003,0.520,
0.014,0.002,0.520,
0.011,0.003,0.520,
0.015,0.001,0.520,
0.013,0.002,0.520,
0.016,0.003,0.520,
0.014,0.003,0.520,
0.012,0.003,0.520,
0.014,0.004,0.520,
0.013,0.002,0.520,
0.012,0.003,0.520,
0.015,0.001,0.520,
0.013,0.001,0.520,
0.011,0.001,0.520,
0.013,0.002,0.520,
0.012,0.002,0.520,
0.014,0.002,0.520,
0.014,0.003,0.520,
0.014,0.001,0.520,
0.014,0.001,0.520,
0.013,0.002,0.520,
0.014,0.003,0.520,
0.015,0.001,0.520,
0.013,0.002,0.520,
0.016,0.001,0.520,
0.016,0.001,0.520,
0.013,0.003,0.520,
0.011,0.003,0.520,
0.012,0.001,0.520,
0.012,0.003,0.520,
0.014,0.001,0.520,
0.017,0.003,0.520,
0.011,0.002,0.520,
0.011,0.002,0.520,
0.015,0.002,0.520,
0.025,0.002,0.520,
0.016,0.002,0.520,
0.014,0.002,0.520,
0.013,0.001,0.520,
0.015,0.001,0.520,
0.013,0.003,0.520,
0.014,0.001,0.520,
0.016,0.001,0.520,
0.023,0.003,0.520,
0.017,0.001,0.520,
0.019,0.002,0.520,
0.022,0.001,0.520,
0.022,0.003,0.520,
0.022,0.001,0.520,
0.020,0.001,0.520,
0.022,0.002,0.520,
0.024,0.003,0.520,
0.018,0.002,0.520,
0.021,0.003,0.520,
0.020,0.002,0.520,
0.021,0.001,0.520,
0.020,0.002,0.520,
0.022,0.002,0.520,
0.022,0.003,0.520,
0.021,0.002,0.520,
0.020,0.003,0.520,
0.023,0.001,0.520,
0.012,0.003,0.520,
0.012,0.003,0.520,
0.016,0.002,0.520,
0.027,0.002,0.520,
0.018,0.003,0.520,
0.016,0.004,0.520,
0.013,0.003,0.520,
0.013,0.002,0.520,
0.016,0.002,0.520,
0.014,0.001,0.520,
0.013,0.001,0.520,
0.012,0.002,0.520,
0.015,0.001,0.520,
0.014,0.003,0.520,
0.014,0.001,0.520,
0.014,0.002,0.520,
0.015,0.002,0.520,
0.013,0.001,0.520,
0.012,0.001,0.520,
0.014,0.003,0.520,
0.014,0.003,0.520,
0.012,0.002,0.520,
0.013,0.001,0.520,
0.015,0.002,0.520,
0.014,0.002,0.520,
0.012,0.004,0.520,
0.012,0.003,0.520,
0.015,0.002,0.520,
0.015,0.001,0.520,
0.032,0.001,0.520,
0.013,0.002,0.520,
0.011,0.001,0.520,
0.013,0.001,0.520,
0.015,0.001,0.520,
0.014,0.002,0.520,
0.013,0.002,0.520,
0.014,0.002,0.520,
0.014,0.001,0.520,
0.013,0.003,0.520,
0.014,0.001,0.520,
0.016,0.001,0.520,
0.013,0.002,0.520,
0.011,0.002,0.520,
0.011,0.001,0.520,
0.015,0.002,0.520,
0.014,0.001,0.520,
0.014,0.001,0.520,
0.012,0.001,0.520,
0.013,0.002,0.520,
0.013,0.002,0.520,
0.011,0.003,0.520,
0.013,0.002,0.520,
0.011,0.002,0.520,
0.013,0.003,0.520,
0.014,0.002,0.520,
0.012,0.004,0.520,
0.014,0.002,0.520,
0.014,0.002,0.520,
0.012,0.002,0.520,
0.014,0.001,0.520,
0.012,0.003,0.520,
0.016,0.002,0.520,
0.014,0.004,0.520,
0.014,0.002,0.520,
0.013,0.001,0.520,
0.014,0.002,0.520,
0.013,0.002,0.520,
0.012,0.002,0.520,
0.014,0.003,0.520,
0.010,0.001,0.520,
0.016,0.001,0.520,
0.013,0.003,0.520,
0.012,0.001,0.520,
0.013,0.001,0.520,
0.016,0.002,0.520,
0.012,0.002,0.520,
0.013,0.003,0.520,
0.013,0.002,0.520,
0.012,0.002,0.520,
0.014,0.002,0.520,
0.014,0.001,0.520,
0.009,0.002,0.520,
0.012,0.003,0.520,
0.013,0.003,0.520,
0.015,0.002,0.520,
0.011,0.002,0.520,
0.014,0.001,0.520,
0.014,0.001,0.520,
0.015,0.001,0.520,
0.012,0.003,0.520,
0.013,0.003,0.520,
0.011,0.002,0.520,
0.014,0.002,0.520,
0.014,0.002,0.520,
0.011,0.001,0.520,
0.013,0.001,0.520,
0.013,0.003,0.520,
0.015,0.003,0.520,
0.007,0.003,0.520,
0.011,0.002,0.520,
0.013,0.003,0.520,
0.012,0.003,0.520,
0.012,0.001,0.520,
0.014,0.001,0.520,
0.016,0.002,0.520,
0.013,0.003,0.520,
0.012,0.002,0.520,
0.014,0.002,0.520,
0.017,0.002,0.520,
0.010,0.002,0.520,
0.013,0.001,0.520,
0.013,0.002,0.520,
0.012,0.002,0.520,
0.012,0.002,0.520,
0.013,0.003,0.520,
0.015,0.002,0.520,
0.011,0.002,0.520,
0.012,0.001,0.520,
0.013,0.002,0.520,
0.013,0.002,0.520,
0.013,0.002,0.520,
0.013,0.002,0.520,
0.014,0.003,0.520,
0.013,0.002,0.520,
0.014,0.002,0.520,
0.012,0.001,0.520,
0.015,0.001,0.520,
0.013,0.002,0.520,
0.015,0.002,0.520,
0.011,0.001,0.520,
0.012,0.002,0.520,
0.013,0.001,0.520,
0.013,0.003,0.520,
0.016,0.002,0.520,
0.011,0.002,0.520,
0.013,0.002,0.520,
0.014,0.002,0.520,
0.014,0.002,0.520,
0.015,0.001,0.520,
0.013,0.002,0.520,
0.012,0.002,0.520,
0.014,0.003,0.520,
0.012,0.001,0.520,
0.015,0.002,0.520,
0.011,0.002,0.520,
0.010,0.002,0.520,
0.014,0.002,0.520,
0.016,0.003,0.520,
0.014,0.001,0.520,
0.012,0.002,0.520,
0.012,0.002,0.520,
0.015,0.002,0.520,
0.015,0.002,0.520,
0.014,0.002,0.520,
0.013,0.002,0.520,
0.013,0.002,0.520,
0.013,0.002,0.520,
0.012,0.003,0.520,
0.011,0.004,0.520,
0.014,0.001,0.520,
0.014,0.001,0.520,
0.015,0.003,0.520,
0.012,0.002,0.520,
0.015,0.003,0.520,
0.011,0.002,0.520,
0.013,0.002,0.520,
0.012,0.002,0.520,
0.013,0.002,0.520,
0.014,0.001,0.520,
0.015,0.003,0.520,
0.013,0.002,0.520,
0.014,0.001,0.520,
0.014,0.001,0.520,
0.015,0.003,0.520,
0.010,0.001,0.520,
0.013,0.001,0.520,
0.014,0.003,0.520,
0.016,0.002,0.520,
0.022,0.002,0.520,
0.015,0.001,0.520,
0.013,0.003,0.520,
0.012,0.002,0.520,
0.011,0.002,0.520,
0.016,0.002,0.520,
0.009,0.003,0.520,
0.015,0.003,0.520,
0.014,0.001,0.520,
0.014,0.001,0.520,
0.014,0.001,0.520,
0.016,0.002,0.520,
0.015,0.002,0.520,
0.013,0.002,0.520,
0.014,0.001,0.520,
0.014,0.001,0.520,
0.015,0.002,0.520,
0.014,0.002,0.520,
0.014,0.002,0.520,
0.012,0.002,0.520,
0.015,0.002,0.520,
0.010,0.001,0.520,
0.012,0.003,0.520,
0.016,0.002,0.520,
0.013,0.002,0.520,
0.014,0.003,0.520,
0.015,0.002,0.520,
0.017,0.003,0.520,
0.018,0.001,0.520,
0.014,0.001,0.520,
0.013,0.001,0.520,
0.016,0.002,0.520,
0.016,0.003,0.520,
0.014,0.002,0.520,
0.016,0.002,0.520,
0.015,0.011,0.520,
0.017,0.001,0.520,
0.014,0.002,0.520,
0.016,0.001,0.520,
0.017,0.002,0.520,
0.017,0.002,0.520,
0.017,0.002,0.520,
0.019,0.002,0.520,
0.020,0.002,0.520,
0.017,0.002,0.520,
0.017,0.001,0.520,
0.019,0.001,0.520,
0.016,0.002,0.520,
0.018,0.002,0.520,
0.017,0.002,0.520,
0.015,0.001,0.520,
0.019,0.002,0.520,
0.020,0.003,0.520,
0.017,0.002,0.520,
0.019,0.003,0.520,
0.018,0.003,0.520,
0.019,0.003,0.520,
0.020,0.002,0.520,
0.018,0.002,0.520,
0.017,0.003,0.520,
0.019,0.001,0.520,
0.015,0.003,0.520,
0.018,0.002,0.520,
