insert() runtime [ms],get() runtime [ms],memory usage [kB],
0.155,0.002,0.520,
0.123,0.003,0.520,
0.126,0.004,0.520,
0.168,0.004,0.520,
0.129,0.004,0.520,
0.132,0.004,0.520,
0.142,0.004,0.520,
0.130,0.002,0.520,
0.121,0.003,0.520,
0.139,0.004,0.520,
0.127,0.001,0.520,
0.130,0.003,0.520,
0.125,0.004,0.520,
0.129,0.002,0.520,
0.118,0.002,0.520,
0.109,0.003,0.520,
0.125,0.002,0.520,
0.110,0.003,0.520,
0.135,0.003,0.520,
0.108,0.003,0.520,
0.110,0.002,0.520,
0.110,0.003,0.520,
0.111,0.003,0.520,
0.126,0.003,0.520,
0.109,0.002,0.520,
0.107,0.004,0.520,
0.113,0.002,0.520,
0.134,0.004,0.520,
0.117,0.002,0.520,
0.131,0.001,0.520,
0.126,0.002,0.520,
0.123,0.002,0.520,
0.119,0.002,0.520,
0.128,0.001,0.520,
0.122,0.002,0.520,
0.122,0.002,0.520,
0.116,0.003,0.520,
0.119,0.002,0.520,
0.118,0.004,0.520,
0.119,0.003,0.520,
0.131,0.005,0.520,
0.119,0.001,0.520,
0.120,0.003,0.520,
0.117,0.004,0.520,
0.120,0.003,0.520,
0.120,0.001,0.520,
0.120,0.003,0.520,
0.134,0.003,0.520,
0.123,0.004,0.520,
0.123,0.002,0.520,
0.121,0.002,0.520,
0.121,0.003,0.520,
0.118,0.004,0.520,
0.115,0.002,0.520,
0.140,0.001,0.520,
0.112,0.003,0.520,
0.113,0.001,0.520,
0.110,0.004,0.520,
0.106,0.002,0.520,
0.109,0.003,0.520,
0.105,0.002,0.520,
0.109,0.005,0.520,
0.107,0.002,0.520,
0.110,0.003,0.520,
0.105,0.003,0.520,
0.109,0.002,0.520,
0.110,0.002,0.520,
0.107,0.002,0.520,
0.120,0.003,0.520,
0.106,0.003,0.520,
0.107,0.004,0.520,
0.108,0.001,0.520,
0.107,0.003,0.520,
0.110,0.003,0.520,
0.111,0.002,0.520,
0.122,0.004,0.520,
0.111,0.003,0.520,
0.112,0.001,0.520,
0.114,0.001,0.520,
0.111,0.002,0.520,
0.110,0.001,0.520,
0.112,0.003,0.520,
0.126,0.003,0.520,
0.104,0.002,0.520,
0.112,0.003,0.520,
0.107,0.002,0.520,
0.110,0.002,0.520,
0.125,0.004,0.520,
0.107,0.002,0.520,
0.119,0.002,0.520,
0.109,0.003,0.520,
0.110,0.003,0.520,
0.109,0.002,0.520,
0.109,0.001,0.520,
0.112,0.002,0.520,
0.112,0.001,0.520,
0.120,0.004,0.520,
0.111,0.002,0.520,
0.110,0.001,0.520,
0.112,0.003,0.520,
0.110,0.003,0.520,
0.109,0.004,0.520,
0.109,0.001,0.520,
0.108,0.003,0.520,
0.112,0.001,0.520,
0.108,0.003,0.520,
0.110,0.003,0.520,
0.109,0.002,0.520,
0.108,0.002,0.520,
0.108,0.002,0.520,
0.110,0.001,0.520,
0.122,0.002,0.520,
0.108,0.002,0.520,
0.109,0.002,0.520,
0.108,0.004,0.520,
0.109,0.005,0.520,
0.110,0.002,0.520,
0.109,0.001,0.520,
0.119,0.001,0.520,
0.110,0.002,0.520,
0.109,0.005,0.520,
0.110,0.001,0.520,
0.111,0.003,0.520,
0.111,0.003,0.520,
0.106,0.003,0.520,
0.122,0.002,0.520,
0.107,0.001,0.520,
0.111,0.002,0.520,
0.109,0.003,0.520,
0.109,0.002,0.520,
0.111,0.003,0.520,
0.110,0.003,0.520,
0.119,0.002,0.520,
0.110,0.002,0.520,
0.107,0.002,0.520,
0.110,0.001,0.520,
0.109,0.003,0.520,
0.111,0.002,0.520,
0.111,0.001,0.520,
0.110,0.003,0.520,
0.123,0.001,0.520,
0.118,0.003,0.520,
0.117,0.003,0.520,
0.117,0.002,0.520,
0.115,0.003,0.520,
0.116,0.004,0.520,
0.143,0.002,0.520,
0.126,0.004,0.520,
0.124,0.004,0.520,
0.118,0.002,0.520,
0.114,0.003,0.520,
0.121,0.002,0.520,
0.131,0.004,0.520,
0.115,0.001,0.520,
0.115,0.001,0.520,
0.112,0.001,0.520,
0.114,0.002,0.520,
0.118,0.004,0.520,
0.114,0.004,0.520,
0.128,0.002,0.520,
0.113,0.003,0.520,
0.114,0.001,0.520,
0.109,0.003,0.520,
0.110,0.003,0.520,
0.117,0.001,0.520,
0.113,0.004,0.520,
0.131,0.003,0.520,
0.117,0.002,0.520,
0.117,0.003,0.520,
0.117,0.001,0.520,
0.118,0.003,0.520,
0.113,0.002,0.520,
0.127,0.001,0.520,
0.155,0.001,0.520,
0.124,0.002,0.520,
0.122,0.005,0.520,
0.124,0.004,0.520,
0.136,0.004,0.520,
0.133,0.002,0.520,
0.142,0.002,0.520,
0.118,0.003,0.520,
0.113,0.001,0.520,
0.117,0.001,0.520,
0.114,0.002,0.520,
0.116,0.004,0.520,
0.116,0.002,0.520,
0.132,0.003,0.520,
0.108,0.003,0.520,
0.115,0.002,0.520,
0.115,0.004,0.520,
0.114,0.001,0.520,
0.116,0.001,0.520,
0.114,0.002,0.520,
0.128,0.003,0.520,
0.125,0.002,0.520,
0.108,0.000,0.520,
0.109,0.002,0.520,
0.115,0.004,0.520,
0.111,0.004,0.520,
0.113,0.002,0.520,
0.119,0.003,0.520,
0.112,0.002,0.520,
0.112,0.003,0.520,
0.115,0.002,0.520,
0.112,0.003,0.520,
0.114,0.002,0.520,
0.113,0.003,0.520,
0.112,0.001,0.520,
0.112,0.002,0.520,
0.112,0.002,0.520,
0.112,0.002,0.520,
0.112,0.001,0.520,
0.113,0.002,0.520,
0.112,0.003,0.520,
0.117,0.004,0.520,
0.127,0.003,0.520,
0.117,0.003,0.520,
0.114,0.002,0.520,
0.113,0.003,0.520,
0.115,0.003,0.520,
0.125,0.001,0.520,
0.112,0.004,0.520,
0.115,0.003,0.520,
0.114,0.003,0.520,
0.113,0.001,0.520,
0.115,0.003,0.520,
0.114,0.002,0.520,
0.124,0.003,0.520,
0.260,0.004,0.520,
0.106,0.002,0.520,
0.113,0.003,0.520,
0.112,0.004,0.520,
0.114,0.002,0.520,
0.130,0.002,0.520,
0.113,0.002,0.520,
0.111,0.003,0.520,
0.107,0.003,0.520,
0.113,0.003,0.520,
0.114,0.001,0.520,
0.111,0.002,0.520,
0.133,0.003,0.520,
0.112,0.004,0.520,
0.113,0.002,0.520,
0.113,0.002,0.520,
0.111,0.001,0.520,
0.112,0.001,0.520,
0.112,0.004,0.520,
0.126,0.003,0.520,
0.119,0.000,0.520,
0.116,0.002,0.520,
0.113,0.002,0.520,
0.116,0.002,0.520,
0.117,0.005,0.520,
0.117,0.001,0.520,
0.147,0.003,0.520,
0.150,0.003,0.520,
0.117,0.003,0.520,
0.116,0.002,0.520,
0.118,0.004,0.520,
0.119,0.004,0.520,
0.119,0.003,0.520,
0.119,0.002,0.520,
0.118,0.004,0.520,
0.119,0.002,0.520,
0.119,0.003,0.520,
0.119,0.003,0.520,
0.119,0.002,0.520,
0.131,0.003,0.520,
0.120,0.002,0.520,
0.118,0.003,0.520,
0.122,0.000,0.520,
0.123,0.002,0.520,
0.122,0.002,0.520,
0.123,0.004,0.520,
0.140,0.002,0.520,
0.124,0.003,0.520,
0.123,0.004,0.520,
0.121,0.002,0.520,
0.124,0.005,0.520,
0.119,0.002,0.520,
0.131,0.001,0.520,
0.111,0.001,0.520,
0.107,0.003,0.520,
0.111,0.001,0.520,
0.110,0.002,0.520,
0.106,0.002,0.520,
0.114,0.002,0.520,
0.126,0.003,0.520,
0.110,0.003,0.520,
0.111,0.002,0.520,
0.109,0.003,0.520,
0.110,0.003,0.520,
0.110,0.002,0.520,
0.111,0.004,0.520,
0.129,0.003,0.520,
0.124,0.005,0.520,
0.130,0.003,0.520,
0.136,0.006,0.520,
0.133,0.001,0.520,
0.137,0.002,0.520,
0.149,0.001,0.520,
0.133,0.003,0.520,
0.130,0.003,0.520,
0.133,0.002,0.520,
0.134,0.002,0.520,
0.131,0.005,0.520,
0.177,0.003,0.520,
0.134,0.001,0.520,
0.164,0.003,0.520,
0.126,0.003,0.520,
0.130,0.004,0.520,
0.128,0.004,0.520,
0.150,0.002,0.520,
0.136,0.005,0.520,
0.141,0.005,0.520,
0.139,0.001,0.520,
0.135,0.005,0.520,
0.124,0.003,0.520,
0.137,0.004,0.520,
0.122,0.004,0.520,
0.118,0.001,0.520,
0.117,0.001,0.520,
0.123,0.005,0.520,
0.119,0.002,0.520,
0.113,0.001,0.520,
0.112,0.002,0.520,
0.111,0.002,0.520,
0.110,0.003,0.520,
0.113,0.002,0.520,
0.107,0.002,0.520,
0.109,0.003,0.520,
0.107,0.002,0.520,
0.124,0.003,0.520,
0.115,0.003,0.520,
0.130,0.003,0.520,
0.113,0.002,0.520,
0.109,0.002,0.520,
0.111,0.003,0.520,
0.111,0.004,0.520,
0.109,0.001,0.520,
0.109,0.001,0.520,
0.109,0.002,0.520,
0.109,0.003,0.520,
0.109,0.004,0.520,
0.111,0.003,0.520,
0.107,0.002,0.520,
0.124,0.003,0.520,
0.108,0.003,0.520,
0.109,0.002,0.520,
0.111,0.003,0.520,
0.116,0.003,0.520,
0.109,0.002,0.520,
0.109,0.002,0.520,
0.121,0.002,0.520,
0.109,0.002,0.520,
0.109,0.005,0.520,
0.107,0.002,0.520,
0.108,0.001,0.520,
0.108,0.002,0.520,
0.132,0.004,0.520,
0.116,0.002,0.520,
0.110,0.001,0.520,
0.110,0.002,0.520,
0.110,0.001,0.520,
0.108,0.003,0.520,
0.110,0.002,0.520,
0.111,0.002,0.520,
0.123,0.001,0.520,
0.113,0.002,0.520,
0.111,0.003,0.520,
0.112,0.001,0.520,
0.107,0.003,0.520,
0.107,0.001,0.520,
0.106,0.001,0.520,
0.126,0.001,0.520,
0.106,0.002,0.520,
0.109,0.002,0.520,
0.107,0.002,0.520,
0.105,0.002,0.520,
0.109,0.003,0.520,
0.108,0.003,0.520,
0.118,0.003,0.520,
0.108,0.002,0.520,
0.109,0.003,0.520,
0.104,0.002,0.520,
0.109,0.002,0.520,
0.107,0.002,0.520,
0.106,0.002,0.520,
0.109,0.003,0.520,
0.123,0.002,0.520,
0.109,0.002,0.520,
0.111,0.003,0.520,
0.111,0.002,0.520,
0.111,0.002,0.520,
0.107,0.002,0.520,
0.107,0.003,0.520,
0.124,0.003,0.520,
0.111,0.003,0.520,
0.108,0.002,0.520,
0.108,0.003,0.520,
0.109,0.003,0.520,
0.107,0.002,0.520,
0.113,0.003,0.520,
0.123,0.003,0.520,
0.112,0.002,0.520,
0.107,0.002,0.520,
0.107,0.003,0.520,
0.107,0.004,0.520,
0.110,0.002,0.520,
0.110,0.002,0.520,
0.123,0.003,0.520,
0.111,0.001,0.520,
0.108,0.003,0.520,
0.111,0.002,0.520,
0.114,0.003,0.520,
0.118,0.003,0.520,
0.116,0.003,0.520,
0.133,0.004,0.520,
0.128,0.004,0.520,
0.122,0.002,0.520,
0.133,0.003,0.520,
0.121,0.005,0.520,
0.120,0.001,0.520,
0.134,0.002,0.520,
0.119,0.003,0.520,
0.119,0.001,0.520,
0.116,0.005,0.520,
0.118,0.002,0.520,
0.124,0.001,0.520,
0.119,0.002,0.520,
0.135,0.005,0.520,
0.120,0.002,0.520,
0.113,0.004,0.520,
0.115,0.002,0.520,
0.118,0.002,0.520,
0.120,0.003,0.520,
0.118,0.002,0.520,
0.128,0.005,0.520,
0.113,0.004,0.520,
0.114,0.001,0.520,
0.124,0.002,0.520,
0.106,0.002,0.520,
0.112,0.003,0.520,
0.113,0.001,0.520,
0.131,0.002,0.520,
0.126,0.003,0.520,
0.125,0.002,0.520,
0.124,0.003,0.520,
0.125,0.004,0.520,
0.123,0.001,0.520,
0.134,0.004,0.520,
0.115,0.001,0.520,
0.117,0.003,0.520,
0.117,0.003,0.520,
0.116,0.003,0.520,
0.115,0.003,0.520,
0.116,0.003,0.520,
0.134,0.002,0.520,
0.116,0.002,0.520,
0.116,0.002,0.520,
0.119,0.002,0.520,
0.117,0.002,0.520,
0.113,0.003,0.520,
0.117,0.003,0.520,
0.118,0.001,0.520,
0.114,0.004,0.520,
0.116,0.003,0.520,
0.112,0.003,0.520,
0.113,0.002,0.520,
0.114,0.002,0.520,
0.127,0.003,0.520,
0.113,0.002,0.520,
0.113,0.002,0.520,
0.114,0.002,0.520,
0.114,0.002,0.520,
0.115,0.003,0.520,
0.112,0.002,0.520,
0.198,0.004,0.520,
0.121,0.002,0.520,
0.117,0.002,0.520,
0.115,0.002,0.520,
0.113,0.002,0.520,
0.117,0.002,0.520,
0.115,0.002,0.520,
0.134,0.001,0.520,
0.115,0.002,0.520,
0.116,0.002,0.520,
0.115,0.002,0.520,
0.112,0.002,0.520,
0.116,0.002,0.520,
0.110,0.002,0.520,
0.146,0.003,0.520,
0.124,0.003,0.520,
0.151,0.003,0.520,
0.128,0.002,0.520,
0.112,0.002,0.520,
0.154,0.003,0.520,
0.109,0.002,0.520,
0.114,0.003,0.520,
0.112,0.002,0.520,
0.115,0.003,0.520,
0.113,0.002,0.520,
0.112,0.003,0.520,
0.154,0.004,0.520,
0.114,0.002,0.520,
0.112,0.003,0.520,
0.112,0.004,0.520,
0.115,0.002,0.520,
0.114,0.002,0.520,
0.114,0.002,0.520,
0.127,0.001,0.520,
0.120,0.003,0.520,
0.118,0.004,0.520,
0.119,0.004,0.520,
0.118,0.002,0.520,
0.113,0.005,0.520,
0.122,0.001,0.520,
0.136,0.002,0.520,
0.118,0.001,0.520,
0.120,0.002,0.520,
0.117,0.004,0.520,
0.119,0.003,0.520,
0.115,0.002,0.520,
0.120,0.001,0.520,
0.134,0.005,0.520,
0.116,0.003,0.520,
0.119,0.003,0.520,
0.119,0.003,0.520,
0.118,0.001,0.520,
0.121,0.004,0.520,
0.172,0.003,0.520,
0.123,0.003,0.520,
0.119,0.003,0.520,
0.117,0.003,0.520,
0.120,0.004,0.520,
0.119,0.002,0.520,
0.117,0.002,0.520,
0.131,0.003,0.520,
0.116,0.004,0.520,
0.110,0.002,0.520,
0.108,0.002,0.520,
0.110,0.004,0.520,
0.109,0.004,0.520,
0.111,0.001,0.520,
0.120,0.002,0.520,
0.106,0.002,0.520,
0.109,0.002,0.520,
0.108,0.002,0.520,
0.112,0.001,0.520,
0.117,0.005,0.520,
0.118,0.005,0.520,
0.129,0.004,0.520,
0.118,0.001,0.520,
0.118,0.002,0.520,
0.116,0.003,0.520,
0.120,0.002,0.520,
0.116,0.005,0.520,
0.134,0.004,0.520,
0.142,0.002,0.520,
0.119,0.002,0.520,
0.116,0.001,0.520,
0.117,0.000,0.520,
0.118,0.004,0.520,
0.125,0.001,0.520,
0.130,0.001,0.520,
0.119,0.002,0.520,
0.116,0.003,0.520,
0.121,0.003,0.520,
0.123,0.004,0.520,
0.114,0.002,0.520,
0.107,0.001,0.520,
0.111,0.002,0.520,
0.110,0.003,0.520,
0.112,0.003,0.520,
0.109,0.001,0.520,
0.108,0.002,0.520,
0.109,0.003,0.520,
0.109,0.005,0.520,
0.124,0.002,0.520,
0.109,0.003,0.520,
0.112,0.001,0.520,
0.112,0.003,0.520,
0.109,0.002,0.520,
0.113,0.004,0.520,
0.110,0.003,0.520,
0.124,0.001,0.520,
0.147,0.005,0.520,
0.122,0.002,0.520,
0.125,0.003,0.520,
0.120,0.002,0.520,
0.123,0.002,0.520,
0.141,0.000,0.520,
0.125,0.004,0.520,
0.123,0.004,0.520,
0.127,0.003,0.520,
0.122,0.004,0.520,
0.119,0.004,0.520,
0.118,0.003,0.520,
0.119,0.004,0.520,
0.120,0.000,0.520,
0.119,0.002,0.520,
0.119,0.001,0.520,
0.120,0.002,0.520,
0.116,0.004,0.520,
0.131,0.002,0.520,
0.114,0.002,0.520,
0.112,0.002,0.520,
0.115,0.003,0.520,
0.115,0.002,0.520,
0.113,0.002,0.520,
0.114,0.001,0.520,
0.127,0.003,0.520,
0.127,0.003,0.520,
0.134,0.003,0.520,
0.110,0.003,0.520,
0.110,0.002,0.520,
0.111,0.004,0.520,
0.108,0.002,0.520,
0.121,0.001,0.520,
0.107,0.002,0.520,
0.107,0.003,0.520,
0.113,0.003,0.520,
0.124,0.003,0.520,
0.112,0.001,0.520,
0.109,0.003,0.520,
0.125,0.002,0.520,
0.111,0.003,0.520,
0.110,0.002,0.520,
0.112,0.001,0.520,
0.122,0.002,0.520,
0.111,0.004,0.520,
0.111,0.002,0.520,
0.110,0.003,0.520,
0.125,0.003,0.520,
0.107,0.002,0.520,
0.112,0.002,0.520,
0.123,0.001,0.520,
0.110,0.001,0.520,
0.110,0.002,0.520,
0.109,0.003,0.520,
0.121,0.003,0.520,
0.107,0.001,0.520,
0.113,0.003,0.520,
0.121,0.003,0.520,
0.109,0.001,0.520,
0.112,0.003,0.520,
0.110,0.004,0.520,
0.124,0.002,0.520,
0.109,0.002,0.520,
0.108,0.003,0.520,
0.105,0.002,0.520,
0.123,0.003,0.520,
0.109,0.002,0.520,
0.110,0.002,0.520,
0.125,0.002,0.520,
0.112,0.002,0.520,
0.114,0.003,0.520,
0.111,0.001,0.520,
0.130,0.002,0.520,
0.108,0.002,0.520,
0.113,0.001,0.520,
0.107,0.012,0.520,
0.111,0.004,0.520,
0.110,0.003,0.520,
0.107,0.002,0.520,
0.128,0.002,0.520,
0.111,0.002,0.520,
0.108,0.003,0.520,
0.113,0.001,0.520,
0.140,0.003,0.520,
0.111,0.003,0.520,
0.111,0.003,0.520,
0.119,0.002,0.520,
0.109,0.003,0.520,
0.111,0.001,0.520,
0.109,0.003,0.520,
0.124,0.001,0.520,
0.111,0.002,0.520,
0.111,0.002,0.520,
0.127,0.004,0.520,
0.117,0.004,0.520,
0.116,0.002,0.520,
0.117,0.002,0.520,
0.131,0.005,0.520,
0.121,0.003,0.520,
0.123,0.004,0.520,
0.136,0.002,0.520,
0.134,0.002,0.520,
0.122,0.002,0.520,
0.142,0.002,0.520,
0.125,0.002,0.520,
0.123,0.003,0.520,
0.124,0.003,0.520,
0.122,0.002,0.520,
0.116,0.003,0.520,
0.117,0.004,0.520,
0.127,0.003,0.520,
0.117,0.001,0.520,
0.113,0.001,0.520,
0.154,0.005,0.520,
0.117,0.004,0.520,
0.114,0.003,0.520,
0.115,0.002,0.520,
0.113,0.001,0.520,
0.116,0.005,0.520,
0.117,0.004,0.520,
0.133,0.002,0.520,
0.116,0.000,0.520,
0.112,0.004,0.520,
0.109,0.002,0.520,
0.112,0.003,0.520,
0.109,0.003,0.520,
0.110,0.002,0.520,
0.133,0.003,0.520,
0.123,0.001,0.520,
0.121,0.004,0.520,
0.131,0.001,0.520,
0.128,0.002,0.520,
0.120,0.002,0.520,
0.120,0.000,0.520,
0.131,0.003,0.520,
0.119,0.003,0.520,
0.121,0.000,0.520,
0.128,0.001,0.520,
0.114,0.001,0.520,
0.113,0.003,0.520,
0.117,0.002,0.520,
0.131,0.003,0.520,
0.118,0.002,0.520,
0.116,0.003,0.520,
0.118,0.001,0.520,
0.115,0.003,0.520,
0.117,0.003,0.520,
0.115,0.003,0.520,
0.116,0.004,0.520,
0.114,0.003,0.520,
0.113,0.002,0.520,
0.112,0.001,0.520,
0.117,0.002,0.520,
0.114,0.003,0.520,
0.127,0.004,0.520,
0.113,0.002,0.520,
0.112,0.002,0.520,
0.115,0.002,0.520,
0.115,0.003,0.520,
0.114,0.003,0.520,
0.113,0.003,0.520,
0.126,0.002,0.520,
0.115,0.001,0.520,
0.115,0.002,0.520,
